id,country,level1_name,level2_name,level3_name,lat,lon,ma_name,ma_area,ma_status,reserves,reserve_status,username,submissionid,updatedat,startformtimestamp,endformtimestamp,2_affiliation,3_community,5_hh_status,6_gender,8_religion,8_religion_other,9_region_member,9_region_name,10_mpa_important,11a_months_farming,11a_income_farming,11b_months_harvesting,11b_income_harvesting,11c_months_fishing_artisanal,11c_income_fishing_artisanal,11d_months_fishing_industrial,11d_income_fishing_industrial,11e_months_buying_trading,11e_income_buying_trading,11f_months_processing,11f_income_processing,11g_months_aquaculture,11g_income_aquaculture,11h_months_extraction,11h_income_extraction,11i_months_tourism,11i_income_tourism,11j_months_other_wage,11j_income_other_wage,11k_other_source,11k_months_other,11k_income_other,12a_fishing_men,12b_fishing_women,12c_fishing_children,13a_processing_men,13b_processing_women,13c_processing_children,14_responsibilities_other,16_hh_main_fisher,16_hh_other_fisher,17_fishing_low_profit,18_fishing_high_profit,19_current_fish_catch,20a_gear_hand,20b_gear_stationary_net,20c_gear_mobile_net,20d_gear_stationary_line,20e_gear_mobile_line,20f_gear_explosives,20g_gear_other,21_boat_owner_status,22_catch_5yrs,23_job_secure,24a_item_radio_no,24a_item_radio_value,24b_item_tv_no,24b_item_tv_value,24c_item_satellite_no,24c_item_satellite_value,24d_item_phone_no,24d_item_phone_value,24e_item_washing_maching_no,24e_item_washing_machine_value,24f_item_generator_no,24f_item_generator_value,24g_item_fridge_no,24g_item_fridge_value,24h_item_motorboat_no,24h_item_motorboat_value,24i_item_outboard_no,24i_item_outboard_value,24j_item_inboard_no,24j_item_inboard_value,24k_item_sailboat_no,24k_item_sailboat_value,24l_item_bicycle_no,24l_item_bicycle_value,24m_item_motorcycle_no,24m_item_motorcycle_value,24n_item_car_no,24n_item_car_value,24o_item_internet_no,24o_item_internet_value,24p_item_other_no,24p_item_other_specify,24p_item_other_value,25a_financial_bank,25b_financial_micro,25c_financial_ngo,25d_financial_lender,25e_financial_insurance,25f_financial_other,26_fishing_income_save,27a_emergency_personal,27b_emergency_family,27c_emergency_friend,27d_emergency_entrepreneur,27e_emergency_savings_club,27f_emergency_lender,27g_emergency_commercial_ind,27h_emergency_commercial_group,27i_emergency_microfinance_ind,27j_emergency_microfinance_group,27k_emergency_ngo_ind,27l_emergency_ngo_group,27m_emergency_insurance,27n_emergency_other,28_buyer_loans,28_loan_purpose,29_family_income,30_trust_local_decision,30_trust_regional_decision,30_trust_community,30_trust_village_alert,30_trust_religious_leaders,30_trust_ngo,30_trust_fishers_community,30_trust_fishers_other,30_trust_community_neighbors,31_my_community_ability,32_fishery_benefit_equal,33_ma_familiar,34_gear_restrictions,35a_ma_gear_nets,35b_ma_gear_dynamite,35c_ma_gear_hookline,35d_ma_gear_harpoon,35e_ma_gear_trawl,35f_ma_gear_mosquito,35g_ma_gear_poison,35h_ma_gear_gillnet,35i_ma_gear_gamboa,35j_ma_gear_quinia,35k_ma_gear_other,36_fish_size_restriction,37_fish_catch,37_ability_min_size,37_ability_max_size,38_reserve_fishing_allowed,39_ma_boundaries_aware,40_reserve_boundaries_aware,41_ma_fishers_allowed,42a_problem_regulation,42b_problem_restricted_gear,42c_problem_undersize,42d_problem_inside_reserve,42e_problem_unauthorized,43_ma_benefits,43_ma_benefits_opinion,46_represent_interests,47_represent_contributions,49_enforcement_responsible,50_ma_punishment,51a_fishers_gear_not_permitted,51b_fishers_reserves,51c_fishers_ma_area,51d_fishers_violate_fish_size,51e_fishers_caught,52_ma_benefit_5yrs,53_encourage_regulations,54_food_availability,55_worry_food,56_reduce_meal_size_adult,57_reduce_meal_size_frequency,58_reduce_meal_size_child,59_food_procurement,60_hh_fish_consumption,61a_current_regulations,61b_catch_recording,61c_community_participation,61d_strong_enforcement,61e_violations_decrease_profit,61f_rights_distribution_fair,61g_fishing_change_behavior,61h_individual_behavior,61i_help_neighbors,62_reserve_compliance,63_fishing_in_reserve,63_times_fishing_reserve,64_wrong_fishing_reserve,65_no_wrong_fishing_reserve,66_response_fishing_reserve,66_reaction_fishing_reserve,67_reserve_boundry,68_fish_eaten,68_fish_sold,70_hh_average_income,71_post_hours_man,71_post_income_man,71_post_hours_woman,71_post_income_woman,72_current_economic,73_future_economic,74_housing_costs,75_luxury_goods,76_fishing_costs,77_hh_ends_meet,78_financial_decisions,79_allow_reinterview,79_interview_years,level4_name,35e_ma_gear_traps,35f_ma_gear_longline,35g_ma_gear_other,35a_ma_gear_gillnet,35b_ma_gear_loop,35d_ma_gear_matapi,35e_ma_gear_longline,35f_ma_gear_handline,35g_ma_gear_rag,35h_ma_gear_trawl,35i_ma_gear_mesh,35j_ma_gear_poison,35k_ma_gear_net,35l_ma_gear_cover,35m_ma_gear_corral,35n_ma_gear_bacamento,35o_ma_gear_other,ma_gear_other_desc,35k_ma_gear_other_desc
13854,BRA,Pará,Viseu,NA,-1.238577,-46.235778,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,6f9e3f4c-f9af-4942-8540-7904016facfb,2019-12-21T15:37:46,NA,NA,Surveyor,Piquiateua,Household head,M,Evangélico,,0,,1,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,NA,NA,NA,1,NA,,Independently,,1-2 per week,3-4 per week,Declined slightly,NA,NA,NA,NA,NA,NA,NA,Own,Declines slightly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,0,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,0,,NA,NA,NA,NA,1,1,,Agree,Agree,National Government,,NA,NA,NA,NA,NA,,Sometimes,Very bad,Sometimes,0,,0,High chance,Few per month,4,4,4,4,NA,NA,4,4,4,,NA,NA,,NA,NA,,NA,5,100,300,6,300,NA,NA,Neither,Neither,30,0,50,With difficulty,Both,1,1,NA,NA,NA,NA,,,,,,,,,,,Permitted,Not permitted,Permitted,,,NA
13855,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,2cd411d5-c45c-4857-85ad-c7dd324231e3,2019-12-21T15:37:51,NA,NA,Surveyor,Fernandes Belo,Spouse,F,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,100,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,Tight,4,4,4,4,4,4,NA,4,4,Agree,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Rather bad,Often,0,,0,High chance,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,700,NA,NA,6,NA,Slightly worse,Slightly worse,150,0,0,With difficulty,Both,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA
13856,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,89d57ed9-4fd6-4c0f-a0cf-84fff6bdc29b,2019-12-21T15:37:49,NA,NA,Surveyor,Fernandes Belo,Household head,M,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,,Enterprise owner,,1-2 per week,5-6 per week,Declined slightly,NA,NA,NA,NA,NA,NA,NA,Own,Declines slightly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,0,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,0,,NA,NA,NA,NA,1,1,Cuidar da natureza,Agree,Agree,National Government,,NA,NA,NA,NA,NA,,Sometimes,Rather bad,Sometimes,0,,0,High chance,Few,4,4,4,4,NA,NA,4,4,4,,NA,NA,,NA,NA,,NA,5,30,200,8,80,NA,NA,Slightly worse,Slightly worse,60,30,20,With great difficulty,Both,1,1,NA,NA,NA,NA,,,,,,,,,,,Not permitted,Not permitted,Permitted,,,NA
13857,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,d81e40d5-8a15-45b2-96b6-54a6a256720d,2019-12-21T15:37:47,NA,NA,Surveyor,Fernandes Belo,Household head,M,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,,Independently,,1-2 per week,5-6 per week,Declined slightly,0,0,1,1,0,0,0,Own,Declines slightly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,1,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,NA,NA,NA,NA,1,1,,Agree,Agree,National Government,,NA,NA,NA,NA,NA,,Sometimes,Rather bad,Often,0,,0,High chance,Few per month,4,4,4,4,NA,NA,4,4,4,,NA,NA,,NA,NA,,NA,5,30,500,8,60,NA,NA,Slightly worse,Slightly worse,20,30,150,With difficulty,Both,1,1,NA,NA,NA,NA,,,,,,,,,,,,Not permitted,Permitted,,,NA
13858,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,9bcf68cb-8c08-4728-835b-2b8d60e2f675,2019-12-21T15:37:56,NA,NA,Surveyor,Fernandes Belo,Spouse,M,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,100,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,Sufficient,4,4,4,4,4,4,4,4,4,Agree,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Rather bad,Often,0,,0,High chance,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,300,7,50,NA,NA,Slightly worse,Slightly worse,30,0,0,With difficulty,Both,1,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA
13859,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,4bfec0ac-7630-43f0-880d-4de4b99dab81,2019-12-21T15:37:53,NA,NA,Surveyor,Fernandes Belo,Household head,M,Católico,,0,,1,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,,Independently,,1-2 per week,5-6 per week,Declined slightly,NA,0,1,0,0,0,0,Own,Declines slightly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,para as despesas da casa,Tight,4,4,4,4,4,4,4,4,4,Agree,1,0,-1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,-1,,NA,NA,-1,Disagree,0,Community only,1,1,1,1,1,1,Beneficiar a poppulaçao,Agree,Neither,National Government,Weak,6,0,5,3,2,No,Sometimes,Rather bad,Sometimes,0,,0,High chance,Few,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,4,30,550,8,200,NA,NA,Slightly worse,Slightly worse,20,200,130,With difficulty,Both,1,2,NA,NA,NA,NA,,Permitted,,,,,Permitted,,,Not permitted,,Not permitted,Permitted,,,NA
13860,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,c6edcda0-fc55-4491-876c-78bf295486de,2019-12-21T15:37:54,NA,NA,Surveyor,Fernandes Belo,Household head,M,Católico,,0,,1,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,,Cooperative member,,1-2 per week,5-6 per week,Declined slightly,0,0,1,0,0,0,0,Collective,Declines slightly,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,,NA,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,0,0,-1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,-1,,NA,NA,NA,Agree,2,Community only,1,1,1,1,1,1,Benefiar os moradores,Agree,Agree,National Government,Weak,8,2,NA,NA,NA,Unsure,Sometimes,Rather bad,Sometimes,0,,0,High chance,Few per month,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,4,5,400,6,25,NA,NA,Slightly worse,Neither,20,25,0,With difficulty,Both,1,1,NA,NA,NA,NA,,,,,,,Permitted,,,Not permitted,Permitted,Permitted,Permitted,,,NA
13861,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,08c90426-1c77-40b3-8763-8155acc863c7,2019-12-21T15:38:01,NA,NA,Surveyor,Fernandes Belo,Household head,M,Evangélico,,0,,1,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,,Independently,,1-2 per week,3-4 per week,Declined slightly,1,0,0,1,1,0,0,Employee,Declines slightly,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,,NA,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,0,0,-1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,-1,,NA,NA,-1,Agree,0,Community only,1,1,1,1,1,1,,Agree,Agree,National Government,Moderate,6,0,5,3,0,Unsure,Sometimes,Rather bad,Sometimes,0,,0,High chance,Few,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,2,25,400,12,NA,NA,NA,Slightly worse,Slightly worse,20,0,1000,With difficulty,Both,1,1,NA,NA,NA,NA,,Not permitted,,,,,Permitted,,,Permitted,Permitted,Not permitted,Permitted,,,NA
13862,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,b49480c9-f8e0-4410-8f70-202150967b59,2019-12-21T15:37:57,NA,NA,Surveyor,Fernandes Belo,Household head,M,Evangélico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,100,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,Tight,4,4,4,4,4,4,4,4,4,Agree,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Rather bad,Often,0,,0,High chance,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,1300,10,15,NA,NA,Slightly worse,Slightly worse,30,NA,0,With difficulty,Both,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA
13863,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,bdf40c4e-66d7-4862-baaf-b93a94e244e2,2019-12-21T15:37:59,NA,NA,Surveyor,Fernandes Belo,Household head,M,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,100,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,Tight,4,4,4,4,4,4,4,4,4,Agree,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,OK,Often,0,,0,High chance,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,300,8,16,NA,NA,Slightly worse,Slightly worse,25,0,0,With difficulty,Both,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA
13864,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,4c0af781-106e-4a40-a49f-ccdc0467c0fe,2019-12-21T15:38:03,NA,NA,Surveyor,Fernandes Belo,Spouse,F,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,100,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,Tight,4,4,4,4,4,4,4,4,4,Agree,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Rather bad,Often,0,,0,High chance,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,250,NA,NA,5,50,Neither,Slightly worse,25,0,0,With difficulty,Both,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA
13865,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,9dc0dcb6-9951-4111-808e-6ff3ccd7c7db,2019-12-21T15:38:04,NA,NA,Surveyor,Fernandes Belo,Spouse,F,Católico,,0,,1,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,50,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,Tight,4,4,4,4,4,4,4,4,4,Agree,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Rather bad,Often,0,,0,High chance,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,450,13,100,NA,NA,Slightly worse,Neither,150,0,1000,With difficulty,Both,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA
13866,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,5f7c9ba7-faec-404e-a003-45390278a9c6,2019-12-21T15:38:09,NA,NA,Surveyor,Fernandes Belo,Spouse,F,Católico,,0,,1,6,50,NA,NA,NA,NA,NA,NA,NA,NA,6,50,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,,NA,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,Tight,4,4,4,4,4,4,4,4,4,Agree,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Rather bad,Often,0,,0,High chance,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,300,6,15,NA,NA,Slightly worse,Neither,70,25,0,With difficulty,Both,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA
13867,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,a6148e15-8171-45f0-b8d9-dc389b255885,2019-12-21T15:38:11,NA,NA,Surveyor,Fernandes Belo,Spouse,F,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,100,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,Tight,4,4,4,4,4,4,4,4,4,Agree,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Rather bad,Often,NA,,0,High chance,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,300,8,15,NA,NA,Slightly worse,Slightly worse,50,0,NA,With difficulty,Both,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA
13868,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,b47871f7-7e5f-4fda-937a-6e8192561b13,2019-12-21T15:38:08,NA,NA,Surveyor,Fernandes Belo,Spouse,F,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,100,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,,NA,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,Tight,4,4,4,4,4,4,4,4,4,Agree,-1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Rather bad,Often,0,,0,High chance,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,500,6,50,NA,NA,Slightly worse,Slightly worse,30,0,0,With difficulty,Both,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA
13869,BRA,Pará,Viseu,NA,-1.087231,-46.341484,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,b613f852-e2e0-49a7-b9f3-6479ea863044,2019-12-21T15:38:13,NA,NA,Surveyor,Fernandes Belo,,F,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,100,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,Tight,4,4,4,4,4,4,4,4,4,Agree,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,OK,Often,0,,0,High chance,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,400,6,17,NA,NA,Slightly worse,Slightly worse,45,30,6,With difficulty,Both,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA
13870,BRA,Pará,Viseu,NA,-1.174421,-46.221081,RESEX Gurupi-Piriá,74081,NA,NA,NA,brazil1@rare.org,99784f7a-6f20-4433-9df0-24287acd0329,2019-12-21T15:59:39,NA,NA,Community Member,Fazenda Real,Household head,M,Católico,,0,,1,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,0,0,0,0,,Independently,,3-4 per week,1-2 per week,Declined a lot,1,1,0,0,0,0,1,Own,Declines a lot,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,,NA,0,0,0,0,0,,0,0,1,0,0,0,NA,0,NA,0,NA,0,NA,0,0,0,,Tight,2,1,3,2,4,1,2,2,5,Neither,-1,0,1,NA,NA,Permitted,NA,NA,NA,NA,NA,NA,NA,NA,1,Medio,1,1,-1,Neither,1,No restrictions,0,0,0,NA,0,0,,Neither,Neither,National Government,Weak,3,3,2,2,4,Unsure,Sometimes,OK,Often,0,,0,Uncertain,Few per week,1,2,2,2,NA,2,1,2,1,,NA,NA,,NA,NA,,NA,15,20,NA,6,15,0,8,Much worse,Much worse,68,30,28,With difficulty,Both,1,31,NA,NA,NA,NA,Permitted,Not permitted,Unknown,Permitted,Permitted,Unknown,Unknown,Unknown,Not permitted,Unknown,Unknown,Permitted,Permitted,Unknown,,NA
