id,country,level1_name,level2_name,level3_name,lat,lon,ma_name,ma_area,ma_status,reserves,reserve_status,username,submissionid,updatedat,startformtimestamp,endformtimestamp,2_affiliation,3_community,5_hh_status,6_gender,8_religion,8_religion_other,9_region_member,9_region_name,10_mpa_important,11a_months_farming,11a_income_farming,11b_months_harvesting,11b_income_harvesting,11c_months_fishing_artisanal,11c_income_fishing_artisanal,11d_months_fishing_industrial,11d_income_fishing_industrial,11e_months_buying_trading,11e_income_buying_trading,11f_months_processing,11f_income_processing,11g_months_aquaculture,11g_income_aquaculture,11h_months_extraction,11h_income_extraction,11i_months_tourism,11i_income_tourism,11j_months_other_wage,11j_income_other_wage,11k_other_source,11k_months_other,11k_income_other,12a_fishing_men,12b_fishing_women,12c_fishing_children,13a_processing_men,13b_processing_women,13c_processing_children,14_responsibilities_other,16_hh_main_fisher,16_hh_other_fisher,17_fishing_low_profit,18_fishing_high_profit,19_current_fish_catch,20a_gear_hand,20b_gear_stationary_net,20c_gear_mobile_net,20d_gear_stationary_line,20e_gear_mobile_line,20f_gear_explosives,20g_gear_other,21_boat_owner_status,22_catch_5yrs,23_job_secure,24a_item_radio_no,24a_item_radio_value,24b_item_tv_no,24b_item_tv_value,24c_item_satellite_no,24c_item_satellite_value,24d_item_phone_no,24d_item_phone_value,24e_item_washing_maching_no,24e_item_washing_machine_value,24f_item_generator_no,24f_item_generator_value,24g_item_fridge_no,24g_item_fridge_value,24h_item_motorboat_no,24h_item_motorboat_value,24i_item_outboard_no,24i_item_outboard_value,24j_item_inboard_no,24j_item_inboard_value,24k_item_sailboat_no,24k_item_sailboat_value,24l_item_bicycle_no,24l_item_bicycle_value,24m_item_motorcycle_no,24m_item_motorcycle_value,24n_item_car_no,24n_item_car_value,24o_item_internet_no,24o_item_internet_value,24p_item_other_no,24p_item_other_specify,24p_item_other_value,25a_financial_bank,25b_financial_micro,25c_financial_ngo,25d_financial_lender,25e_financial_insurance,25f_financial_other,26_fishing_income_save,27a_emergency_personal,27b_emergency_family,27c_emergency_friend,27d_emergency_entrepreneur,27e_emergency_savings_club,27f_emergency_lender,27g_emergency_commercial_ind,27h_emergency_commercial_group,27i_emergency_microfinance_ind,27j_emergency_microfinance_group,27k_emergency_ngo_ind,27l_emergency_ngo_group,27m_emergency_insurance,27n_emergency_other,28_buyer_loans,28_loan_purpose,29_family_income,30_trust_local_decision,30_trust_regional_decision,30_trust_community,30_trust_village_alert,30_trust_religious_leaders,30_trust_ngo,30_trust_fishers_community,30_trust_fishers_other,30_trust_community_neighbors,31_my_community_ability,32_fishery_benefit_equal,33_ma_familiar,34_gear_restrictions,35a_ma_gear_nets,35b_ma_gear_dynamite,35c_ma_gear_hookline,35d_ma_gear_harpoon,35e_ma_gear_trawl,35f_ma_gear_mosquito,35g_ma_gear_poison,35h_ma_gear_gillnet,35i_ma_gear_gamboa,35j_ma_gear_quinia,35k_ma_gear_other,36_fish_size_restriction,37_fish_catch,37_ability_min_size,37_ability_max_size,38_reserve_fishing_allowed,39_ma_boundaries_aware,40_reserve_boundaries_aware,41_ma_fishers_allowed,42a_problem_regulation,42b_problem_restricted_gear,42c_problem_undersize,42d_problem_inside_reserve,42e_problem_unauthorized,43_ma_benefits,43_ma_benefits_opinion,46_represent_interests,47_represent_contributions,49_enforcement_responsible,50_ma_punishment,51a_fishers_gear_not_permitted,51b_fishers_reserves,51c_fishers_ma_area,51d_fishers_violate_fish_size,51e_fishers_caught,52_ma_benefit_5yrs,53_encourage_regulations,54_food_availability,55_worry_food,56_reduce_meal_size_adult,57_reduce_meal_size_frequency,58_reduce_meal_size_child,59_food_procurement,60_hh_fish_consumption,61a_current_regulations,61b_catch_recording,61c_community_participation,61d_strong_enforcement,61e_violations_decrease_profit,61f_rights_distribution_fair,61g_fishing_change_behavior,61h_individual_behavior,61i_help_neighbors,62_reserve_compliance,63_fishing_in_reserve,63_times_fishing_reserve,64_wrong_fishing_reserve,65_no_wrong_fishing_reserve,66_response_fishing_reserve,66_reaction_fishing_reserve,67_reserve_boundry,68_fish_eaten,68_fish_sold,70_hh_average_income,71_post_hours_man,71_post_income_man,71_post_hours_woman,71_post_income_woman,72_current_economic,73_future_economic,74_housing_costs,75_luxury_goods,76_fishing_costs,77_hh_ends_meet,78_financial_decisions,79_allow_reinterview,79_interview_years,level4_name,35e_ma_gear_traps,35f_ma_gear_longline,35g_ma_gear_other,35a_ma_gear_gillnet,35b_ma_gear_loop,35d_ma_gear_matapi,35e_ma_gear_longline,35f_ma_gear_handline,35g_ma_gear_rag,35h_ma_gear_trawl,35i_ma_gear_mesh,35j_ma_gear_poison,35k_ma_gear_net,35l_ma_gear_cover,35m_ma_gear_corral,35n_ma_gear_bacamento,35o_ma_gear_other,ma_gear_other_desc,35k_ma_gear_other_desc
17061,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,55eae7dd-cfbf-47fc-bafb-fee84a2d2881,2020-11-05T02:10:38,2020-10-21T19:39:25,2020-11-03T23:10:09,RARE,Section 4,Household head,M,Christian,,1,"Madolenihmw,Kitti",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,100,,NA,NA,1,1,0,0,0,0,doaodahk in wai,Independently,,A few times,1-2 per week,Declined a lot,1,0,0,0,0,0,0,Own,Stays the same,1,2,NA,3,NA,0,0,5,NA,2,NA,1,NA,2,NA,0,0,1,NA,0,0,0,0,0,0,0,0,3,NA,2,NA,1,,NA,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Sufficient,6,3,5,5,5,5,5,2,2,Strongly agree,1,-1,-1,na,na,na,na,na,NA,NA,NA,NA,NA,,-1,"tuna, sohte me e ese",NA,NA,0,Strongly agree,10,na,NA,1,1,1,-1,-1,,Disagree,Neither,Fisheries Management Body,na,0,4,0,8,0,na,Very often,Good,Never,0,,0,Very not confident,More than few per week,4,4,5,5,NA,0,2,5,5,go up,1,1,very wrong,10,1,Negative formal sanction,1,6,0,500,0,0,0,0,Much worse,Much worse,300,0,300,Very easy,Both,1,3,Section 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17062,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,60322a6d-e6e7-49e7-8d24-f05c4430f82b,2020-11-05T02:10:52,2020-11-03T22:40:38,2020-11-03T23:05:37,RARE,Section 4,Household head,M,Christian,,1,Pingelap,1,NA,NA,NA,NA,9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,70,,NA,NA,1,0,0,1,0,0,,Independently,,1-2 per week,1-2 per week,Declined slightly,1,0,1,1,0,0,0,Collective,Declines a lot,0,1,NA,1,NA,0,1,0,0,1,NA,0,0,1,NA,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,1,NA,NA,,NA,0,0,0,0,0,pein nekinek,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,4,5,5,5,5,4,2,6,Strongly agree,0,-1,-1,na,na,na,na,na,NA,NA,NA,NA,NA,,-1,"pworin mwomw, sehse",NA,NA,1,Agree,10,na,NA,1,1,1,-1,-1,,Agree,Agree,Fisheries Management Body,na,0,0,0,0,0,na,Often,OK,Never,0,,0,Not confident,Few per week,1,5,5,5,NA,0,3,5,4,go up,0,NA,extremely wrong,10,1,Negative formal sanction,1,20,40,150,0,0,0,0,Neither,Neither,150,0,10,Fairly easy,Both,1,3,Section 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17063,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,11cb886c-2a87-4fa2-92af-dda8b8fbea17,2020-11-05T02:11:06,2020-11-03T04:03:06,2020-11-03T22:39:44,RARE,Section 6,Household head,M,Christian,,1,Pingelap,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,100,,NA,NA,1,0,0,0,0,0,,Independently,,A few times per month,A few times per month,Declined a lot,1,0,0,1,0,0,0,Own,Declines slightly,0,2,NA,2,NA,0,0,2,NA,0,0,0,0,1,NA,0,0,1,NA,0,0,0,0,0,0,0,0,1,NA,0,0,NA,,NA,1,0,0,0,0,pein wasahn nekinek,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Sufficient,4,4,3,2,4,4,6,6,2,Disagree,0,-1,-1,na,na,na,na,na,NA,NA,NA,NA,NA,,-1,"mahu, sehse",NA,NA,0,Agree,10,na,NA,1,1,1,-1,-1,,Agree,Agree,Fisheries Management Body,na,0,0,0,0,0,na,Sometimes,OK,Never,0,,0,Not confident,More than few per week,3,5,4,4,NA,0,3,4,4,go up,0,NA,extremely wrong,10,1,Negative formal sanction,1,20,0,300,0,0,0,0,,,200,0,20,Very easy,Female partner,1,3,Section 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17064,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,69c3e753-3a18-4748-9720-c15dbeba7a24,2020-11-05T02:11:21,2020-11-03T03:29:54,2020-11-03T04:49:46,RARE,Section 2,Household head,F,Christian,,0,,1,NA,NA,NA,NA,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,80,,NA,NA,1,0,0,0,0,0,,Independently,,A few times per month,A few times per month,Stayed the same,1,0,0,1,0,0,0,Collective,Declines a lot,0,2,NA,1,NA,0,0,5,NA,1,NA,0,0,1,NA,0,0,0,0,0,0,0,0,2,NA,0,0,2,NA,1,NA,NA,,NA,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Insufficient,1,3,5,5,5,2,5,2,5,Neither,0,-1,-1,na,na,na,na,na,NA,NA,NA,NA,NA,,-1,"mwomw menipinip , mie",NA,NA,0,Strongly agree,10,na,NA,1,1,1,-1,-1,,Disagree,Disagree,na,na,0,0,0,0,0,na,Never,Very bad,Often,0,,0,High chance,More than few per week,1,1,5,5,NA,5,1,5,5,go up,0,NA,extremely wrong,10,-1,,1,20,10,800,0,0,0,0,Neither,Neither,700,0,10,Fairly easy,Both,1,3,Section 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17065,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,2aec11ee-0d25-485a-bdd6-12ea447a9fb3,2020-11-05T02:11:35,2020-11-02T01:27:02,2020-11-02T02:54:31,RARE,Section 4,Household head,M,Other,Bahaii,1,America,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,100,,NA,NA,1,1,1,0,0,0,,Independently,,A few times,A few times,Declined a lot,1,1,0,0,0,0,0,Own,Declines a lot,0,1,NA,1,NA,0,0,5,NA,0,0,0,0,1,NA,0,0,2,NA,0,0,0,0,0,0,0,0,1,NA,1,NA,NA,,NA,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,2,5,3,3,3,4,3,3,2,Neither,1,-1,-1,na,na,na,na,na,NA,NA,NA,NA,NA,,-1,"red snapper, not that I know of",NA,NA,0,Agree,5,na,NA,1,1,1,-1,-1,,Disagree,Neither,na,na,0,0,0,0,0,Yes,Often,Rather bad,Often,0,,0,Not confident,More than few per week,1,1,5,5,NA,0,0,5,5,go up,0,NA,extremely wrong,10,1,Negative formal sanction,1,10,0,2000,0,0,0,0,,,750,0,25,Fairly easy,Both,1,3,Section 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17066,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,6947500b-d146-4ab1-a8ef-0316f41ef6c8,2020-11-05T02:11:51,2020-11-01T23:07:23,2020-11-01T23:29:37,RARE,Section 4,Child,F,Christian,,1,"Kitti , Parem",1,12,60,NA,NA,12,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,,NA,NA,1,0,2,0,1,1,,Enterprise owner,,More than 1-2 times per week,More than 1-2 times per week,Declined a lot,1,1,0,0,0,0,0,Own,Declines a lot,0,1,NA,1,NA,0,NA,5,NA,1,NA,0,0,2,NA,0,0,1,NA,0,0,0,0,0,0,0,NA,2,NA,1,NA,NA,,NA,1,NA,NA,NA,NA,pein wasa nekinek,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Sufficient,6,3,3,4,5,5,5,6,6,Strongly agree,1,-1,-1,na,na,na,na,na,NA,NA,NA,NA,NA,,-1,"kasuo, soh",NA,NA,0,Strongly agree,10,na,NA,1,1,1,-1,-1,,Agree,Neither,Fisheries Management Body,na,10,10,0,0,0,na,Never,OK,Never,0,,0,Very not confident,More than few per week,3,2,4,4,NA,0,0,3,5,go up,0,NA,extremely wrong,10,1,Negative formal sanction,1,70,200,6000,1,0,0,0,Slightly better,Much better,2000,0,400,Very easy,Myself,1,3,Section 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17067,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,7fe3f463-85d7-429d-9b24-0f635c9c6a62,2020-11-05T02:12:07,2020-10-28T02:54:14,2020-11-01T22:57:41,RARE,Section 7,Household head,M,Christian,,1,Kitti,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,100,,NA,NA,1,1,0,0,0,0,,Independently,,More than 1-2 times per week,More than 1-2 times per week,Declined a lot,1,0,0,1,0,0,0,Own,Declines a lot,0,0,0,1,NA,0,0,1,NA,1,NA,0,0,1,NA,0,0,1,NA,0,0,0,0,0,0,0,NA,1,NA,0,0,NA,,NA,1,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,5,5,2,5,5,5,2,2,2,Neither,0,-1,-1,na,na,na,na,na,NA,NA,NA,NA,NA,,-1,"mahu , ehi ",NA,NA,0,Disagree,0,na,NA,1,1,1,-1,-1,,Disagree,Disagree,Subnational Government,na,0,0,0,0,0,na,Never,OK,Sometimes,0,,0,Uncertain,More than few per week,1,5,5,5,NA,NA,5,5,5,go up,0,NA,extremely wrong,10,1,Negative formal sanction,1,30,0,600,0,0,0,0,,,200,0,25,Easy,Both,1,3,Section 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17068,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,d30bed35-499b-4d2f-9907-26114fc237fd,2020-11-05T02:12:23,2020-10-21T23:29:00,2020-11-01T22:57:36,RARE,Section 4,Household head,M,Christian,,0,,1,6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,70,,NA,NA,2,0,0,0,0,0,,Independently,,A few times per month,A few times per month,Declined a lot,1,0,1,0,1,0,0,Own,Declines a lot,0,0,0,0,0,NA,NA,5,NA,1,NA,NA,NA,1,NA,0,0,1,NA,0,0,0,0,0,0,3,NA,3,NA,1,NA,NA,,NA,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Sufficient,5,5,5,1,5,5,5,2,5,Strongly agree,1,-1,-1,na,na,na,na,na,NA,NA,NA,NA,NA,,-1,,NA,NA,0,Strongly agree,10,na,NA,1,1,1,-1,-1,,Disagree,Disagree,na,na,0,0,0,0,0,na,Never,Very bad,Sometimes,0,,0,Uncertain,More than few per week,1,5,5,5,NA,0,1,5,5,go up,0,NA,extremely wrong,10,NA,,1,60,0,600,0,0,0,0,Neither,Slightly better,500,NA,20,With great difficulty,Both,1,3,Section 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17069,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,a1c2f555-813a-4430-bd0f-06bbf1b908fd,2020-11-05T02:12:37,2020-10-29T22:27:47,2020-11-01T22:57:31,RARE,Section 7,Household head,M,Christian,,0,,1,12,60,NA,NA,12,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,0,0,1,0,0,,Independently,,More than 1-2 times per week,More than 1-2 times per week,Declined a lot,1,0,1,0,1,0,0,Collective,Declines a lot,0,1,NA,0,0,NA,NA,1,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,NA,,NA,0,0,0,0,0,pein arail wasahn nekinek,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,5,5,5,5,5,6,5,5,5,Strongly agree,0,-1,-1,na,na,na,na,na,NA,NA,NA,NA,NA,,-1,"pwilak, sehse",NA,NA,0,Strongly agree,10,na,NA,1,0,1,-1,-1,,Agree,Agree,na,na,0,0,0,0,0,na,Often,Good,Sometimes,0,,0,Very not confident,Few per week,1,4,5,5,NA,0,5,5,5,go up,0,NA,extremely wrong,10,1,2. Negative informal sanction,1,20,40,50,0,0,0,0,Neither,Slightly better,50,0,20,Easy,Both,1,3,Section 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17070,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,bc33d7d1-50d6-45f6-941b-4412615d2a1d,2020-11-05T02:12:51,2020-10-26T01:19:57,2020-11-01T22:57:24,RARE,Section 4,Spouse,F,Christian,,1,Kitti,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,100,,NA,NA,1,0,0,0,0,0,,Independently,,A few times per month,A few times per month,Declined a lot,0,0,0,1,0,0,0,Collective,Declines a lot,0,1,NA,1,NA,0,0,2,NA,1,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,1,NA,0,,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,,Tight,1,3,1,3,5,3,5,2,1,Strongly agree,0,-1,-1,na,na,na,na,na,NA,NA,NA,NA,NA,,-1,"mwanger, mie",NA,NA,0,Strongly agree,10,na,NA,1,1,1,-1,-1,,na,na,na,na,0,0,0,0,0,na,Never,Very bad,Never,0,,0,Uncertain,Few per week,1,4,5,4,NA,0,3,5,5,go up,0,NA,extremely wrong,0,1,Negative formal sanction,1,30,NA,500,0,0,0,0,Slightly better,Much worse,400,0,150,Fairly easy,Both,1,3,Section 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17071,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,9f5083cd-609e-499e-9314-b23c64d091c1,2020-11-05T02:13:07,2020-10-28T23:02:56,2020-11-01T22:57:20,RARE,Section 7,Household head,M,Christian,,1,Kitti,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,60,,NA,NA,1,0,0,0,0,0,,Independently,,A few times per month,A few times per month,Declined a lot,0,0,1,0,0,0,0,Collective,Declines a lot,0,2,NA,1,NA,0,0,2,NA,1,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,1,,NA,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Sufficient,5,5,2,5,5,5,2,2,2,Disagree,0,-1,-1,na,na,na,na,na,NA,NA,NA,NA,NA,,-1,"mwomw mei, mie",NA,NA,0,Strongly agree,10,na,NA,1,1,1,-1,-1,,Agree,Agree,Fisheries Management Body,na,0,0,0,0,0,na,Sometimes,Rather bad,Never,0,,0,Very not confident,Few per month,1,4,5,5,NA,0,3,5,5,go up,0,NA,extremely wrong,10,1,Negative formal sanction,1,20,0,700,0,0,0,0,,,300,0,10,Easy,Both,1,3,Section 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17072,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,90475a68-3717-482f-a02c-638af01a45e1,2020-11-05T02:13:22,2020-10-29T02:41:32,2020-11-01T22:57:15,RARE,Section 7,Household head,M,Christian,,1,Madolenihmw,1,6,10,NA,NA,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,60,,NA,NA,1,0,0,1,0,0,,Independently,,1-2 per week,1-2 per week,Declined a lot,1,0,0,0,1,0,0,Own,Declines a lot,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,NA,1,NA,NA,,NA,1,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,Tight,5,5,5,6,5,5,6,6,5,Disagree,0,-1,-1,na,na,na,na,na,NA,NA,NA,NA,NA,,-1,"kioak , sohte",NA,NA,0,Neither,5,na,NA,1,1,1,-1,-1,,Agree,Agree,Fisheries Management Body,na,0,0,0,0,0,na,Sometimes,Very bad,Sometimes,0,,0,Not confident,More than few per week,1,3,5,5,NA,0,4,1,5,go up,0,NA,extremely wrong,10,1,Negative formal sanction,1,50,100,3200,0,0,0,0,Slightly better,Much better,3000,0,40,Easy,Both,1,3,Section 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17073,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,ba861404-aef7-4e04-9e23-71ac5f20cc90,2020-11-05T02:13:35,2020-10-20T00:56:29,2020-11-01T22:57:11,RARE,Section 4,Household head,M,Christian,,0,,1,9,30,6,30,7,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,0,0,1,0,0,,Independently,,A few times,A few times per month,Declined a lot,1,1,0,1,1,0,0,Own,Declines a lot,0,1,NA,1,NA,0,0,1,NA,1,NA,0,0,1,NA,0,0,1,NA,0,0,1,NA,0,0,0,0,3,NA,1,NA,0,,NA,1,0,0,0,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Tight,3,3,1,1,5,6,6,1,1,Agree,0,-1,-1,na,na,na,na,na,NA,NA,NA,NA,NA,,-1,"mwomw mei, sehse  ",NA,NA,0,Agree,10,na,NA,1,0,1,-1,-1,,Disagree,Agree,na,na,0,0,0,0,0,na,Never,Very bad,Sometimes,0,,0,Not confident,More than few per week,2,4,5,5,NA,0,NA,5,5,go up,0,NA,extremely wrong,0,-1,,1,15,5,200,1,0,0,0,Much better,Much better,300,0,5,Easy,Myself,1,3,Section 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17074,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,bbb62b49-f2b4-4ee2-8e58-96b19826fb4d,2020-11-05T02:46:16,2020-11-03T22:39:47,2020-11-03T23:42:39,RARE,Section 3,Child,M,Other,The Salvation Army,0,,0,NA,NA,NA,NA,12,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,0,0,1,0,0,,Other,iangih men impe,More than 1-2 times per week,More than 1-2 times per week,Declined slightly,1,0,0,1,0,0,0,Own,Declines slightly,0,1,NA,1,NA,0,0,1,NA,1,NA,0,0,1,NA,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,1,NA,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,2,3,3,3,2,4,2,2,2,Disagree,0,-1,-1,,,na,na,na,NA,NA,NA,NA,NA,,-1,mwahmw en liki,NA,NA,0,na,10,na,NA,1,1,1,-1,0,,Disagree,Disagree,Fisheries Management Body,na,0,0,0,0,0,No,Very often,Good,Never,0,,0,Uncertain,Few per week,3,4,4,4,NA,4,2,3,3,stay same,0,NA,extremely wrong,10,1,2. Negative informal sanction,0,15,40,130,1,75,0,0,Slightly worse,Much better,150,35,0,Easy,Female partner,1,3,Section 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17075,FSM,Pohnpei,Kolonia,NA,NA,NA,Kolonia - Nett,0,Proposed,0,Proposed,fsm1@rare.org,e2a0db04-8c0d-429f-a376-b222dd6bd7d2,2020-11-05T02:46:30,2020-11-03T18:37:30,2020-11-03T22:31:57,RARE,Section 3,Household head,M,Other,Catholic,0,,0,NA,NA,NA,NA,12,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,0,0,1,0,0,ah proud mehla,Other,ei  e kin laid,More than 1-2 times per week,More than 1-2 times per week,Declined slightly,1,0,0,0,0,0,0,Own,Declines slightly,0,1,NA,1,NA,0,0,0,0,1,NA,0,0,1,NA,0,0,1,NA,0,0,0,0,1,NA,0,0,2,NA,1,NA,0,none,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,Sufficient,2,2,3,3,3,4,4,1,1,Disagree,0,-1,-1,na,na,na,na,,NA,NA,NA,NA,NA,,-1,karangahp  oh  kasuo,NA,NA,0,Agree,10,na,NA,1,1,1,-1,0,,Disagree,Neither,Fisheries Management Body,na,0,0,0,0,0,No,Very often,Good,Never,0,,0,Not confident,Few per week,2,2,2,3,NA,4,3,5,3,not know,0,NA,extremely wrong,10,1,2. Negative informal sanction,1,15,67,300,1,200,0,0,Slightly better,Slightly worse,40,160,40,Easy,Myself,1,3,Section 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
