id,country,level1_name,level2_name,level3_name,lat,lon,ma_name,ma_area,ma_status,reserves,reserve_status,username,submissionid,updatedat,startformtimestamp,endformtimestamp,2_affiliation,3_community,5_hh_status,6_gender,8_religion,8_religion_other,9_region_member,9_region_name,10_mpa_important,11a_months_farming,11a_income_farming,11b_months_harvesting,11b_income_harvesting,11c_months_fishing_artisanal,11c_income_fishing_artisanal,11d_months_fishing_industrial,11d_income_fishing_industrial,11e_months_buying_trading,11e_income_buying_trading,11f_months_processing,11f_income_processing,11g_months_aquaculture,11g_income_aquaculture,11h_months_extraction,11h_income_extraction,11i_months_tourism,11i_income_tourism,11j_months_other_wage,11j_income_other_wage,11k_other_source,11k_months_other,11k_income_other,12a_fishing_men,12b_fishing_women,12c_fishing_children,13a_processing_men,13b_processing_women,13c_processing_children,14_responsibilities_other,16_hh_main_fisher,16_hh_other_fisher,17_fishing_low_profit,18_fishing_high_profit,19_current_fish_catch,20a_gear_hand,20b_gear_stationary_net,20c_gear_mobile_net,20d_gear_stationary_line,20e_gear_mobile_line,20f_gear_explosives,20g_gear_other,21_boat_owner_status,22_catch_5yrs,23_job_secure,24a_item_radio_no,24a_item_radio_value,24b_item_tv_no,24b_item_tv_value,24c_item_satellite_no,24c_item_satellite_value,24d_item_phone_no,24d_item_phone_value,24e_item_washing_maching_no,24e_item_washing_machine_value,24f_item_generator_no,24f_item_generator_value,24g_item_fridge_no,24g_item_fridge_value,24h_item_motorboat_no,24h_item_motorboat_value,24i_item_outboard_no,24i_item_outboard_value,24j_item_inboard_no,24j_item_inboard_value,24k_item_sailboat_no,24k_item_sailboat_value,24l_item_bicycle_no,24l_item_bicycle_value,24m_item_motorcycle_no,24m_item_motorcycle_value,24n_item_car_no,24n_item_car_value,24o_item_internet_no,24o_item_internet_value,24p_item_other_no,24p_item_other_specify,24p_item_other_value,25a_financial_bank,25b_financial_micro,25c_financial_ngo,25d_financial_lender,25e_financial_insurance,25f_financial_other,26_fishing_income_save,27a_emergency_personal,27b_emergency_family,27c_emergency_friend,27d_emergency_entrepreneur,27e_emergency_savings_club,27f_emergency_lender,27g_emergency_commercial_ind,27h_emergency_commercial_group,27i_emergency_microfinance_ind,27j_emergency_microfinance_group,27k_emergency_ngo_ind,27l_emergency_ngo_group,27m_emergency_insurance,27n_emergency_other,28_buyer_loans,28_loan_purpose,29_family_income,30_trust_local_decision,30_trust_regional_decision,30_trust_community,30_trust_village_alert,30_trust_religious_leaders,30_trust_ngo,30_trust_fishers_community,30_trust_fishers_other,30_trust_community_neighbors,31_my_community_ability,32_fishery_benefit_equal,33_ma_familiar,34_gear_restrictions,35a_ma_gear_nets,35b_ma_gear_dynamite,35c_ma_gear_hookline,35d_ma_gear_harpoon,35e_ma_gear_trawl,35f_ma_gear_mosquito,35g_ma_gear_poison,35h_ma_gear_gillnet,35i_ma_gear_gamboa,35j_ma_gear_quinia,35k_ma_gear_other,36_fish_size_restriction,37_fish_catch,37_ability_min_size,37_ability_max_size,38_reserve_fishing_allowed,39_ma_boundaries_aware,40_reserve_boundaries_aware,41_ma_fishers_allowed,42a_problem_regulation,42b_problem_restricted_gear,42c_problem_undersize,42d_problem_inside_reserve,42e_problem_unauthorized,43_ma_benefits,43_ma_benefits_opinion,46_represent_interests,47_represent_contributions,49_enforcement_responsible,50_ma_punishment,51a_fishers_gear_not_permitted,51b_fishers_reserves,51c_fishers_ma_area,51d_fishers_violate_fish_size,51e_fishers_caught,52_ma_benefit_5yrs,53_encourage_regulations,54_food_availability,55_worry_food,56_reduce_meal_size_adult,57_reduce_meal_size_frequency,58_reduce_meal_size_child,59_food_procurement,60_hh_fish_consumption,61a_current_regulations,61b_catch_recording,61c_community_participation,61d_strong_enforcement,61e_violations_decrease_profit,61f_rights_distribution_fair,61g_fishing_change_behavior,61h_individual_behavior,61i_help_neighbors,62_reserve_compliance,63_fishing_in_reserve,63_times_fishing_reserve,64_wrong_fishing_reserve,65_no_wrong_fishing_reserve,66_response_fishing_reserve,66_reaction_fishing_reserve,67_reserve_boundry,68_fish_eaten,68_fish_sold,70_hh_average_income,71_post_hours_man,71_post_income_man,71_post_hours_woman,71_post_income_woman,72_current_economic,73_future_economic,74_housing_costs,75_luxury_goods,76_fishing_costs,77_hh_ends_meet,78_financial_decisions,79_allow_reinterview,79_interview_years,level4_name,35e_ma_gear_traps,35f_ma_gear_longline,35g_ma_gear_other,35a_ma_gear_gillnet,35b_ma_gear_loop,35d_ma_gear_matapi,35e_ma_gear_longline,35f_ma_gear_handline,35g_ma_gear_rag,35h_ma_gear_trawl,35i_ma_gear_mesh,35j_ma_gear_poison,35k_ma_gear_net,35l_ma_gear_cover,35m_ma_gear_corral,35n_ma_gear_bacamento,35o_ma_gear_other,ma_gear_other_desc,35k_ma_gear_other_desc
10822,HND,Islas de la Bahía,Guanaja,NA,16.441883,-85.887438,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,a4fcee63-d59f-4097-b25d-69a6bbb538f9,2019-11-13T10:11:33,2019-11-13T10:11:29,2019-11-13T10:11:33,Community Member,El Cayo,Household head,M,Christian,,1,ISLAS DE LA BAHIA,1,NA,NA,NA,NA,NA,NA,8,60,NA,NA,NA,NA,NA,NA,4,40,NA,NA,NA,NA,,NA,NA,1,0,0,1,0,0,,Salaried laborer,,Once or never,A few times per month,Declined a lot,1,0,0,0,0,0,0,Employee,Declines a lot,0,1,NA,1,NA,1,NA,1,NA,0,1,0,1,1,NA,0,1,0,1,0,1,1,NA,0,1,0,1,0,1,1,NA,NA,,NA,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,1,2,1,2,2,2,2,1,2,Strongly agree,1,1,1,Not permitted,Not permitted,Not permitted,Not permitted,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,Strongly agree,10,No restrictions,NA,1,1,1,1,1,No se,,,Subnational Government,Weak,3,1,9,NA,0,Yes,Rarely,Rather bad,Sometimes,1,Some months,0,High chance,Few,1,2,2,1,NA,2,1,1,2,3. La captura de los pescadores aumentará,0,NA,5. Extremadamente malo,9,0,,1,10,100,7500,15,4200,0,0,Slightly worse,Much worse,3600,600,2100,With difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10830,HND,Islas de la Bahía,Guanaja,NA,16.448128,-85.891492,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,fd1921a4-619b-443d-a46a-8d293b621b08,2019-11-13T10:14:34,2019-11-13T10:14:29,2019-11-13T10:14:34,Community Member,El Pelicano,Household head,M,Christian,,1,ISLAS DE LA BAHIA,1,NA,NA,NA,NA,6,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,60,,NA,NA,1,0,0,1,0,0,,Independently,,Once or never,A few times per month,Declined slightly,1,0,0,0,0,0,0,Own,Declines a lot,1,1,NA,1,NA,1,NA,1,NA,0,1,0,1,1,NA,1,NA,0,1,0,1,0,1,0,1,0,1,0,1,1,NA,NA,,NA,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,2,2,1,1,5,2,1,1,2,Agree,0,1,1,Not permitted,Not permitted,Not permitted,Not permitted,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,Strongly agree,10,No restrictions,NA,1,1,1,1,1,Se generan proyectos que benefician a los pescadores,,,Subnational Government,Weak,4,2,9,NA,0,Yes,Rarely,Rather bad,Sometimes,1,Some months,0,High chance,Once or never,4,5,5,5,NA,5,4,4,5,3. La captura de los pescadores aumentará,0,NA,4. Muy malo,9,0,,1,8,65,7500,7,2900,0,0,Slightly worse,Much worse,3100,800,1000,Easy,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10842,HND,Islas de la Bahía,Guanaja,NA,16.485041,-85.8562,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,9699bdc2-3c60-48cf-b439-90c903545707,2019-11-13T10:18:39,2019-11-13T10:18:35,2019-11-13T10:18:39,Community Member,Savannah Bight,Household head,M,Christian,,1,ISLAS DE LA BAHIA,1,NA,NA,NA,NA,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,85,,NA,NA,1,0,0,1,0,0,,Independently,,Once or never,1-2 per week,Declined slightly,1,0,0,0,0,0,0,Own,Declines a lot,0,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,0,1,1,NA,1,NA,0,1,0,1,2,NA,NA,,NA,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,5,5,5,5,5,5,5,5,5,Strongly agree,0,1,1,Not permitted,Not permitted,Not permitted,Not permitted,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,Strongly agree,10,No restrictions,NA,1,1,1,1,1,Se abre una conexión con ONGs interesadas en invertir en pescadores,,,Subnational Government,Weak,2,1,0,NA,0,Yes,Very often,OK,Sometimes,1,Some months,0,Confident not,Few,5,5,5,5,NA,5,5,5,5,3. La captura de los pescadores aumentará,0,NA,4. Muy malo,10,0,,1,12,90,7500,3,3500,0,0,Slightly worse,Much worse,5300,1000,2100,Fairly easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10866,HND,Islas de la Bahía,Guanaja,NA,16.441883,-85.887438,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,2e7547f5-dd0c-4d66-9eda-226b5bb6e8a4,2019-11-13T10:25:20,2019-11-13T10:25:16,2019-11-13T10:25:20,Community Member,El Cayo,Spouse,F,,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,100,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,1,NA,0,0,1,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,,NA,1,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,,Sufficient,4,4,5,2,5,4,3,3,2,Neither,-1,1,1,Not permitted,Not permitted,Permitted,Not permitted,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,Agree,10,Community only,NA,1,1,1,1,0,,Neither,Neither,Subnational Government,No punishment,0,0,0,NA,0,Unsure,Never,Good,Never,0,,0,Very confident not,Once or never,0,0,0,5,NA,NA,NA,NA,5,,0,NA,4. Muy malo,1,0,,0,NA,NA,7500,0,0,0,0,,,2000,1500,0,Easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10867,HND,Islas de la Bahía,Guanaja,NA,16.502378,-85.87386,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,85fc2a08-ba53-49b9-9fa0-c52895809824,2019-11-13T10:25:51,2019-11-13T10:25:44,2019-11-13T10:25:51,Community Member,Mangrove Bight,Household head,M,Christian,,0,,0,NA,NA,NA,NA,8,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,,NA,NA,8,0,0,1,0,8,,Independently,,A few times,,,1,0,0,0,0,0,0,Rent,Stays the same,0,1,NA,1,NA,0,0,1,NA,1,NA,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,,NA,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,1,1,4,1,5,2,3,3,3,Neither,0,0,0,,,,,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,Agree,5,Community only,NA,1,1,1,1,0,,Neither,Neither,National Government,No punishment,NA,0,0,NA,0,Unsure,Sometimes,Very good,Never,0,,0,Very confident not,Few,4,4,3,3,NA,3,4,3,4,4. No sabe,0,NA,3. Moderadamente malo,NA,0,,1,4,50,7500,8,3000,0,0,Neither,Slightly better,1800,800,300,Easy,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10898,HND,Islas de la Bahía,Guanaja,NA,16.448128,-85.891492,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,cf662d09-1735-4f7c-8ce1-bdb890cdb7ea,2019-11-13T10:36:55,2019-11-13T10:36:50,2019-11-13T10:36:55,Community Member,El Pelicano,Household head,M,Christian,,1,zona   central,1,NA,NA,NA,NA,12,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,0,0,1,0,0,,Independently,,A few times,More than 1-2 times per week,Declined slightly,1,0,0,0,1,0,0,Rent,Improves slightly,0,1,NA,1,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,NA,,NA,1,0,0,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Insufficient,5,1,2,3,3,3,2,2,2,Neither,0,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,10,,NA,0,1,1,NA,1,Un control en las tallas y cantidades de peces,,,Subnational Government,,NA,6,NA,NA,0,,Rarely,OK,Sometimes,0,,0,Uncertain,Few,3,3,3,5,NA,1,4,4,4,3. La captura de los pescadores aumentará,0,NA,4. Muy malo,10,0,,0,50,100,3750,4,1500,NA,NA,Neither,Slightly better,1500,400,200,With difficulty,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10909,HND,Islas de la Bahía,Guanaja,NA,16.502378,-85.87386,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,830802cb-0d61-4119-96b7-3cf841bc2913,2019-11-13T10:37:39,2019-11-13T10:37:34,2019-11-13T10:37:39,Community Member,Mangrove Bight,Household head,M,Christian,,1,zona norte,0,NA,NA,NA,NA,4,40,8,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,1,NA,NA,,Independently,,Once or never,More than 1-2 times per week,Declined a lot,1,0,0,0,0,0,0,Collective,Declines a lot,0,1,NA,1,NA,1,NA,1,NA,1,NA,0,1,1,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,NA,NA,,NA,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,2,2,2,5,2,2,2,2,2,Disagree,0,0,1,Not permitted,Not permitted,Permitted,Not permitted,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Agree,,Community only,NA,1,1,NA,1,0,,,,Subnational Government,No punishment,5,NA,2,NA,NA,Unsure,Rarely,OK,Often,0,,0,Uncertain,Few,3,4,4,5,NA,1,4,4,4,,NA,NA,,NA,NA,,NA,120,300,7500,2,3000,NA,NA,Neither,Slightly better,4500,500,1500,With difficulty,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10912,HND,Islas de la Bahía,Guanaja,NA,16.502378,-85.87386,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,ae5bfbf7-250c-406e-8b58-5644acebe21e,2019-11-13T10:39:11,2019-11-13T10:39:07,2019-11-13T10:39:11,Community Member,Mangrove Bight,Household head,M,Christian,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,100,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,1,NA,1,NA,1,NA,1,NA,0,1,1,NA,1,NA,1,NA,0,0,0,0,0,0,1,NA,0,0,2,NA,NA,,NA,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,1,1,3,4,3,4,2,2,2,Agree,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,10,,NA,1,1,1,NA,1,Sólo controlando  la pesca se puede mejorar,,,Subnational Government,,NA,8,NA,NA,2,,Often,OK,Sometimes,0,,0,Confident not,Few,4,4,4,5,NA,NA,NA,NA,5,3. La captura de los pescadores aumentará,0,NA,5. Extremadamente malo,8,0,,1,NA,NA,7500,NA,NA,NA,NA,,,2000,600,300,Fairly easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10940,HND,Islas de la Bahía,Guanaja,NA,16.485041,-85.8562,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,50dba950-eadf-4bd4-ab6f-73aee575fbd4,2019-11-13T10:47:57,2019-11-13T10:47:53,2019-11-13T10:47:57,Community Member,Savannah Bight,Household head,M,Christian,,0,,1,NA,NA,NA,NA,12,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,0,0,1,0,0,,Independently,,A few times,A few times per month,Stayed the same,1,0,0,0,0,0,0,Own,Stays the same,1,1,NA,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,,NA,1,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,4,4,3,4,NA,4,4,4,4,Neither,0,1,1,Not permitted,,Permitted,Not permitted,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,Neither,8,Community only,NA,1,1,1,1,0,,Neither,Neither,Subnational Government,No punishment,2,0,3,NA,0,Unsure,Never,Good,Never,0,,0,Confident not,Once or never,5,5,5,5,NA,5,5,5,5,2. La captura de los pescadores seguirá igual,0,NA,3. Moderadamente malo,3,0,,1,4,30,7500,8,3000,0,0,,Neither,3000,1500,300,Easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11235,HND,Cortés,Puerto Cortés,NA,15.886674,-87.859082,Puerto Cortés,99264,Proposed,2,Proposed,mar8@rare.org,f81578f0-4abb-4ef1-85b4-29145d25144d,2019-11-19T13:30:08,2019-11-18T12:08:18,2019-11-19T13:30:08,RARE,Bajamar,Household head,M,Christian,,1,bajamar,1,12,25,NA,NA,12,40,NA,NA,12,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,0,2,0,0,,Independently,,1-2 per week,More than 1-2 times per week,Declined a lot,1,1,0,0,0,0,0,Own,Stays the same,1,1,NA,1,NA,0,0,0,0,0,0,0,0,1,NA,1,NA,1,NA,0,0,1,NA,1,NA,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,5,4,4,4,5,5,5,5,Neither,0,1,1,Permitted,,Permitted,,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,Agree,,With authorization,NA,1,1,NA,0,0,,,,Subnational Government,Moderate,0,NA,0,NA,NA,Yes,Very often,Good,Sometimes,0,,0,Confident not,More than few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,15,80,3750,3,600,0,0,Much worse,Neither,2800,0,400,With difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11236,HND,Cortés,Puerto Cortés,NA,15.886674,-87.859082,Puerto Cortés,99264,Proposed,2,Proposed,mar8@rare.org,d424f7af-f30b-4956-8672-69c968044eea,2019-11-19T13:30:18,2019-11-18T12:11:17,2019-11-19T13:30:18,RARE,Bajamar,Household head,M,Christian,,1,bajamar,1,12,25,NA,NA,12,50,NA,NA,9,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,0,0,1,0,0,,Independently,,1-2 per week,More than 1-2 times per week,Declined a lot,1,1,0,0,0,0,0,Own,Stays the same,0,1,NA,1,NA,0,0,0,0,0,0,0,0,1,NA,1,NA,1,NA,0,0,1,NA,0,0,1,NA,0,0,0,0,0,,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,5,5,5,5,5,5,5,5,Neither,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Often,OK,Sometimes,1,Almost every month,1,Confident not,Few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,14,80,3750,3,1800,0,0,Much worse,Neither,2800,0,500,Fairly easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11239,HND,Cortés,Puerto Cortés,NA,15.886674,-87.859082,Puerto Cortés,99264,Proposed,2,Proposed,mar8@rare.org,80f881eb-ccbd-402c-9bd5-d64ef3e5de8e,2019-11-19T13:30:36,2019-11-18T13:45:05,2019-11-19T13:30:36,RARE,Bajamar,Spouse,F,Christian,,1,bajamar,1,NA,NA,NA,NA,8,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jugador de futbol,12,50,2,0,0,2,0,0,,Independently,,1-2 per week,More than 1-2 times per week,Declined a lot,1,1,0,0,0,0,0,Own,Stays the same,1,1,NA,1,NA,0,0,1,NA,1,NA,0,0,2,NA,1,NA,1,NA,0,0,1,NA,0,0,1,NA,0,0,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,5,5,5,5,5,5,5,5,5,Agree,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Often,OK,Sometimes,0,,0,Confident not,Few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,5,90,7500,6,450,0,0,Much worse,Neither,3500,0,100,Fairly easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11244,HND,Cortés,Puerto Cortés,NA,15.886674,-87.859082,Puerto Cortés,99264,Proposed,2,Proposed,mar8@rare.org,1b4065ea-5962-41c7-92f7-717c55711ef4,2019-11-19T13:30:56,2019-11-16T11:23:19,2019-11-19T13:30:56,RARE,Bajamar,Household head,M,Christian,,1,bajamar,1,9,25,NA,NA,12,50,NA,NA,12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,0,2,0,0,,Independently,,1-2 per week,More than 1-2 times per week,Declined a lot,1,1,0,0,0,0,0,Own,Stays the same,1,1,NA,1,NA,0,0,0,0,0,0,0,0,1,NA,1,NA,1,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,5,5,5,5,5,5,5,5,Agree,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Often,OK,Sometimes,0,,0,Confident not,Few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,10,100,3750,6,2500,0,0,Slightly worse,Neither,3500,0,800,With difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11256,HND,Cortés,Puerto Cortés,NA,15.886674,-87.859082,Puerto Cortés,99264,Proposed,2,Proposed,mar8@rare.org,f79a8257-cda5-4263-9638-21316a8764c4,2019-11-19T13:32:25,2019-11-16T08:45:43,2019-11-19T13:32:25,Other,Bajamar,Household head,M,Christian,,1,bajamar,1,10,30,NA,NA,12,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carpintero,12,20,2,0,0,2,0,0,,Independently,,1-2 per week,More than 1-2 times per week,Declined a lot,1,1,0,0,0,0,0,Own,Improves slightly,1,1,NA,1,NA,0,0,1,NA,0,0,0,0,1,NA,1,NA,1,NA,0,0,1,NA,1,NA,1,NA,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,5,5,5,5,5,5,5,5,Disagree,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Often,OK,Sometimes,1,One or two months,0,Confident not,Few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,14,100,3750,3,400,0,0,Slightly worse,Neither,3500,0,500,With difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11263,HND,Cortés,Puerto Cortés,NA,15.886674,-87.859082,Puerto Cortés,99264,Proposed,2,Proposed,mar8@rare.org,dcb01e6f-c05d-42ec-a803-cbfb923108db,2019-11-19T13:32:41,2019-11-15T23:45:29,2019-11-19T13:32:41,Other,Bajamar,Household head,M,Christian,,1,bajamar,1,12,50,NA,NA,12,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,0,2,0,0,,Independently,,1-2 per week,More than 1-2 times per week,Declined a lot,1,1,0,0,0,0,0,Own,Stays the same,1,1,NA,1,NA,0,0,1,NA,0,0,0,0,1,NA,1,NA,1,NA,0,0,1,NA,1,NA,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,5,5,5,5,5,5,5,5,Neither,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Often,OK,Sometimes,0,,0,Confident not,Few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,14,90,3750,2,450,0,0,Slightly worse,Slightly better,3500,0,500,With difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11270,HND,Cortés,Puerto Cortés,NA,15.886674,-87.859082,Puerto Cortés,99264,Proposed,2,Proposed,mar8@rare.org,c67bb50d-6a3e-4741-963b-bbbfd2622f10,2019-11-19T13:33:00,2019-11-13T11:44:10,2019-11-19T13:33:00,Other,Bajamar,Household head,F,Christian,,1,bajamar,1,NA,NA,NA,NA,12,50,NA,NA,12,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,NA,2,0,0,,Independently,,A few times per month,More than 1-2 times per week,Stayed the same,1,0,0,0,0,0,0,Collective,Improves slightly,1,1,NA,1,NA,0,0,1,NA,0,0,0,0,1,NA,0,0,0,0,0,0,1,NA,1,NA,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,5,5,5,5,5,5,5,5,Agree,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Often,OK,Sometimes,1,Some months,0,Confident not,Few,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,15,50,1250,2,200,0,0,Neither,Slightly better,300,0,500,With difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
