id,country,level1_name,level2_name,level3_name,lat,lon,ma_name,ma_area,ma_status,reserves,reserve_status,username,submissionid,updatedat,startformtimestamp,endformtimestamp,2_affiliation,3_community,5_hh_status,6_gender,8_religion,8_religion_other,9_region_member,9_region_name,10_mpa_important,11a_months_farming,11a_income_farming,11b_months_harvesting,11b_income_harvesting,11c_months_fishing_artisanal,11c_income_fishing_artisanal,11d_months_fishing_industrial,11d_income_fishing_industrial,11e_months_buying_trading,11e_income_buying_trading,11f_months_processing,11f_income_processing,11g_months_aquaculture,11g_income_aquaculture,11h_months_extraction,11h_income_extraction,11i_months_tourism,11i_income_tourism,11j_months_other_wage,11j_income_other_wage,11k_other_source,11k_months_other,11k_income_other,12a_fishing_men,12b_fishing_women,12c_fishing_children,13a_processing_men,13b_processing_women,13c_processing_children,14_responsibilities_other,16_hh_main_fisher,16_hh_other_fisher,17_fishing_low_profit,18_fishing_high_profit,19_current_fish_catch,20a_gear_hand,20b_gear_stationary_net,20c_gear_mobile_net,20d_gear_stationary_line,20e_gear_mobile_line,20f_gear_explosives,20g_gear_other,21_boat_owner_status,22_catch_5yrs,23_job_secure,24a_item_radio_no,24a_item_radio_value,24b_item_tv_no,24b_item_tv_value,24c_item_satellite_no,24c_item_satellite_value,24d_item_phone_no,24d_item_phone_value,24e_item_washing_maching_no,24e_item_washing_machine_value,24f_item_generator_no,24f_item_generator_value,24g_item_fridge_no,24g_item_fridge_value,24h_item_motorboat_no,24h_item_motorboat_value,24i_item_outboard_no,24i_item_outboard_value,24j_item_inboard_no,24j_item_inboard_value,24k_item_sailboat_no,24k_item_sailboat_value,24l_item_bicycle_no,24l_item_bicycle_value,24m_item_motorcycle_no,24m_item_motorcycle_value,24n_item_car_no,24n_item_car_value,24o_item_internet_no,24o_item_internet_value,24p_item_other_no,24p_item_other_specify,24p_item_other_value,25a_financial_bank,25b_financial_micro,25c_financial_ngo,25d_financial_lender,25e_financial_insurance,25f_financial_other,26_fishing_income_save,27a_emergency_personal,27b_emergency_family,27c_emergency_friend,27d_emergency_entrepreneur,27e_emergency_savings_club,27f_emergency_lender,27g_emergency_commercial_ind,27h_emergency_commercial_group,27i_emergency_microfinance_ind,27j_emergency_microfinance_group,27k_emergency_ngo_ind,27l_emergency_ngo_group,27m_emergency_insurance,27n_emergency_other,28_buyer_loans,28_loan_purpose,29_family_income,30_trust_local_decision,30_trust_regional_decision,30_trust_community,30_trust_village_alert,30_trust_religious_leaders,30_trust_ngo,30_trust_fishers_community,30_trust_fishers_other,30_trust_community_neighbors,31_my_community_ability,32_fishery_benefit_equal,33_ma_familiar,34_gear_restrictions,35a_ma_gear_nets,35b_ma_gear_dynamite,35c_ma_gear_hookline,35d_ma_gear_harpoon,35e_ma_gear_trawl,35f_ma_gear_mosquito,35g_ma_gear_poison,35h_ma_gear_gillnet,35i_ma_gear_gamboa,35j_ma_gear_quinia,35k_ma_gear_other,36_fish_size_restriction,37_fish_catch,37_ability_min_size,37_ability_max_size,38_reserve_fishing_allowed,39_ma_boundaries_aware,40_reserve_boundaries_aware,41_ma_fishers_allowed,42a_problem_regulation,42b_problem_restricted_gear,42c_problem_undersize,42d_problem_inside_reserve,42e_problem_unauthorized,43_ma_benefits,43_ma_benefits_opinion,46_represent_interests,47_represent_contributions,49_enforcement_responsible,50_ma_punishment,51a_fishers_gear_not_permitted,51b_fishers_reserves,51c_fishers_ma_area,51d_fishers_violate_fish_size,51e_fishers_caught,52_ma_benefit_5yrs,53_encourage_regulations,54_food_availability,55_worry_food,56_reduce_meal_size_adult,57_reduce_meal_size_frequency,58_reduce_meal_size_child,59_food_procurement,60_hh_fish_consumption,61a_current_regulations,61b_catch_recording,61c_community_participation,61d_strong_enforcement,61e_violations_decrease_profit,61f_rights_distribution_fair,61g_fishing_change_behavior,61h_individual_behavior,61i_help_neighbors,62_reserve_compliance,63_fishing_in_reserve,63_times_fishing_reserve,64_wrong_fishing_reserve,65_no_wrong_fishing_reserve,66_response_fishing_reserve,66_reaction_fishing_reserve,67_reserve_boundry,68_fish_eaten,68_fish_sold,70_hh_average_income,71_post_hours_man,71_post_income_man,71_post_hours_woman,71_post_income_woman,72_current_economic,73_future_economic,74_housing_costs,75_luxury_goods,76_fishing_costs,77_hh_ends_meet,78_financial_decisions,79_allow_reinterview,79_interview_years,level4_name,35e_ma_gear_traps,35f_ma_gear_longline,35g_ma_gear_other,35a_ma_gear_gillnet,35b_ma_gear_loop,35d_ma_gear_matapi,35e_ma_gear_longline,35f_ma_gear_handline,35g_ma_gear_rag,35h_ma_gear_trawl,35i_ma_gear_mesh,35j_ma_gear_poison,35k_ma_gear_net,35l_ma_gear_cover,35m_ma_gear_corral,35n_ma_gear_bacamento,35o_ma_gear_other,ma_gear_other_desc,35k_ma_gear_other_desc
582,MOZ,Inhambane,Inhassoro,NA,-21.530003,35.199633,Fequete,1722,NA,NA,NA,inhassoro@clrmail.com,83c1684e-5ac1-44ba-ba64-07d30ea94756,NA,NA,NA,RARE,Fequete,Child,F,Christian,,1,Inhassouro Sede,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pescador e professor,12,100,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,5,NA,5,NA,NA,NA,5,NA,0,0,0,0,5,NA,0,0,0,0,0,0,0,0,0,0,5,NA,0,NA,5,NA,0,,0,1,0,0,0,0,,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,,NA,,Tight,5,5,3,3,5,3,3,3,3,Neither,1,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,OK,Often,0,,0,Uncertain,Few per week,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,10,NA,NA,0,0,0,NA,Slightly worse,Slightly worse,1500,0,0,With difficulty,Both,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
583,MOZ,Inhambane,Inhassoro,NA,-21.530003,35.199633,Fequete,1722,NA,NA,NA,inhassoro@clrmail.com,5ac36107-9e4e-4dc6-85f0-b59d5996ba77,NA,NA,NA,RARE,Fequete,Spouse,M,Other,Igreja Santa de,1,INhassoro SEde,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vendendor Ambulante,12,100,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,5,NA,5,NA,5,NA,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,mpesa,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,Tight,5,3,3,3,4,NA,5,3,3,Neither,1,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Very bad,Sometimes,1,Some months,1,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,6,NA,700,0,0,0,0,Much worse,Neither,NA,0,0,With great difficulty,Both,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
584,MOZ,Inhambane,Inhassoro,NA,-21.530003,35.199633,Fequete,1722,NA,NA,NA,pomene@clrmail.com,8150dfba-fffe-48e0-8045-97159622e609,NA,NA,NA,RARE,Fequete,Household head,M,Other,assembleia de deus,1,inhassoro,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mestre de obras; banca de productos,NA,100,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,1,NA,NA,NA,NA,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xitique semanal,NA,,Tight,4,3,4,2,4,4,2,4,2,Agree,1,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Rather bad,Sometimes,0,,0,Confident not,Few per week,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Slightly worse,Much worse,2000,NA,NA,With difficulty,Both,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
585,MOZ,Inhambane,Inhassoro,NA,-21.530003,35.199633,Fequete,1722,NA,NA,NA,pomene@clrmail.com,e05429b1-a3bd-45cb-9965-0920b6570c4a,NA,NA,NA,RARE,Fequete,Spouse,F,Other,fé apostolica,1,inhassoro,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,100,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xitique mensal,NA,,Tight,4,3,4,2,4,3,3,4,3,Neither,1,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,OK,Never,0,,0,Confident not,Few per week,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Slightly better,Slightly better,2500,NA,NA,With difficulty,Both,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
586,MOZ,Inhambane,Inhassoro,NA,-21.530003,35.199633,Fequete,1722,NA,NA,NA,pomene@clrmail.com,399a1ccc-3dbf-479f-b18b-9169e5c19b45,NA,NA,NA,RARE,Fequete,Spouse,F,Other,iurd,1,inhassoro,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construção na A.Sul,12,100,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,1,NA,NA,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,Sufficient,3,3,4,3,4,3,3,3,3,Neither,1,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,OK,Sometimes,1,One or two months,0,Confident not,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Slightly better,Slightly better,2500,NA,NA,With difficulty,Both,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
587,MOZ,Inhambane,Inhassoro,NA,-21.530003,35.199633,Fequete,1722,NA,NA,NA,pomene@clrmail.com,8077b436-014e-42f1-a2ea-7bd642640852,NA,NA,NA,RARE,Fequete,Spouse,F,Other,catolica,1,inhassoro,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,100,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,1,NA,NA,NA,NA,,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xitique semanal,NA,,Tight,5,3,3,3,5,3,3,3,3,Neither,1,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few per week,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Slightly worse,Slightly better,2000,NA,NA,Fairly easy,Both,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
588,MOZ,Inhambane,Inhassoro,NA,-21.530003,35.199633,Fequete,1722,NA,NA,NA,pomene@clrmail.com,1e9ffe01-2a82-4761-8aff-bf87340b1ffd,NA,NA,NA,RARE,Fequete,Household head,M,Other,velho apostolo,1,inhassoro,1,NA,NA,NA,NA,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,50,construcao,10,20,1,NA,NA,NA,NA,NA,cuidar da casa,,,1-2 per week,3-4 per week,Declined a lot,1,NA,NA,NA,NA,NA,NA,Employee,Declines a lot,0,1,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,,NA,1,NA,NA,NA,NA,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xitique semanal,NA,,Tight,4,3,4,2,4,4,4,4,2,Agree,1,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Rather bad,Sometimes,0,,0,Uncertain,Few per week,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Slightly worse,Much worse,2000,NA,NA,With difficulty,Both,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,MOZ,Inhambane,Inharrime,NA,-24.519639,35.194556,Zavora,9883,NA,NA,NA,zavora@crlmail.com,11e5518a-e43c-4058-952f-4e944d891158,NA,NA,NA,Student,Zavora,Household head,M,Christian,,0,,1,NA,NA,NA,NA,12,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,0,0,0,NA,,Salaried laborer,,A few times per month,A few times per month,Improved slightly,0,0,0,0,1,0,0,Employee,Improves slightly,0,1,NA,1,NA,1,NA,0,0,0,0,0,0,1,NA,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,,NA,1,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,,Tight,1,1,1,3,1,2,1,1,2,Agree,1,1,1,Permitted,Not permitted,Permitted,Permitted,Not permitted,Not permitted,Not permitted,Permitted,Not permitted,Not permitted,,1,,1,0,0,Agree,Disagree,Community only,1,0,0,1,1,1,Aumento de capturas,Agree,Agree,Fisheries Management Body,Moderate,0,0,10,10,0,Yes,Sometimes,Good,Sometimes,1,One or two months,1,Confident not,Few,1,1,1,1,0,1,1,1,1,,NA,NA,,NA,NA,,NA,15,200,10000,6,12000,0,0,Slightly better,Slightly better,2000,1500,1000,Fairly easy,Both,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,MOZ,Inhambane,Inharrime,NA,-24.519639,35.194556,Zavora,9883,NA,NA,NA,zavora@crlmail.com,6c67d2b7-5e59-49bd-b252-89ffa9b2a46c,NA,NA,NA,RARE,Zavora,Household head,M,Traditional,,0,,1,6,20,NA,NA,12,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,1,0,0,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,1,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,,NA,1,0,NA,0,0,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,actividade de pesca combustível,Tight,4,4,3,2,4,4,4,2,3,Agree,1,1,1,Permitted,Not permitted,Permitted,Not permitted,Not permitted,Not permitted,Not permitted,Permitted,Not permitted,Not permitted,,1,garoupa de tamanho mínimo,1,1,0,Agree,Agree,Community only,1,1,1,1,1,1,,Agree,,,,NA,NA,NA,NA,NA,,,Good,Never,0,,0,Confident not,More than few per week,4,4,4,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,30,150,15000,NA,NA,NA,NA,Slightly better,Slightly better,9000,1500,3000,Fairly easy,Myself,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14,MOZ,Inhambane,Inharrime,NA,-24.519639,35.194556,Zavora,9883,NA,NA,NA,zavora@clrmail.com,8168783f-12d4-4e03-bb78-ecb8f1364cd3,NA,NA,NA,RARE,Zavora,Household head,M,Other,zione,0,,1,NA,NA,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,0,0,NA,,Independently,,More than 1-2 times per week,More than 1-2 times per week,Improved slightly,0,1,0,0,0,0,0,Own,Stays the same,1,1,NA,1,NA,1,NA,1,NA,1,NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,pcr,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,,Tight,4,4,4,2,4,4,4,3,3,Agree,1,1,1,Permitted,Not permitted,Permitted,Not permitted,Not permitted,Not permitted,Not permitted,Permitted,Not permitted,Not permitted,,1,garoupa. Não deve ser capturado miúdo,1,1,0,Agree,Agree,Community only,1,1,1,1,1,1,,Agree,Agree,Fisheries Management Body,Moderate,1,0,0,0,0,Yes,Sometimes,Good,Never,0,,0,Confident not,Few per week,4,0,4,4,3,4,4,4,4,,NA,NA,,NA,NA,,NA,2,20,12000,4,2000,NA,NA,Slightly better,Neither,1350,400,NA,Fairly easy,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15,MOZ,Inhambane,Inharrime,NA,-24.519639,35.194556,Zavora,9883,NA,NA,NA,zavora@clrmail.com,56ab7062-18f3-4fc4-b4be-7a127e3d38d0,NA,NA,NA,RARE,Zavora,Household head,M,Other,assembleia de Deus,0,,-1,3,0,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,,Independently,,More than 1-2 times per week,A few times per month,Improved heavily,0,0,0,0,1,0,0,Own,Improves slightly,1,1,NA,1,NA,1,NA,1,NA,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,compra de combustível,Sufficient,4,4,4,2,4,4,4,2,3,Agree,1,1,1,Permitted,Not permitted,Permitted,Not permitted,Not permitted,Not permitted,Not permitted,Permitted,Not permitted,Not permitted,,1,proibido pescar peixe em crescimento,1,1,-1,Disagree,Disagree,Community only,1,1,1,1,1,1,Boas capturas e aumento de renda,Agree,Agree,Fisheries Management Body,Moderate,1,0,0,1,0,Yes,Often,Good,Never,0,,0,Confident not,More than few per week,4,4,4,4,4,4,4,4,4,,NA,NA,,NA,NA,,NA,12,220,NA,8,3000,NA,NA,Slightly better,Slightly better,1250,750,3000,Easy,Myself,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
114,MOZ,Inhambane,Inharrime,NA,-24.519639,35.194556,Zavora,9883,NA,NA,NA,zavora@clrmail.com,746c0cde-2b8e-4eb8-8c6e-ae8c3b53310b,NA,NA,NA,RARE,Zavora,Household head,M,Christian,,0,,1,NA,NA,NA,NA,11,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,,Independently,,More than 1-2 times per week,1-2 per week,Improved slightly,1,0,0,0,0,0,0,Own,Improves slightly,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,,Tight,4,4,4,4,4,4,4,3,3,Agree,1,1,1,Not permitted,Not permitted,Permitted,Permitted,Not permitted,Not permitted,Not permitted,Not permitted,Not permitted,Not permitted,,1,garoupa. mínimo.,1,1,0,Agree,Agree,With authorization,1,1,1,1,1,1,Manutenção de stocks de peixe.,Agree,Agree,Fisheries Management Body,,0,0,0,0,0,Yes,Sometimes,Good,Sometimes,0,,0,Confident not,More than few per week,4,4,4,4,4,4,4,4,4,,NA,NA,,NA,NA,,NA,20,300,NA,NA,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
115,MOZ,Inhambane,Inharrime,NA,-24.519639,35.194556,Zavora,9883,NA,NA,NA,zavora@clrmail.com,0225a170-94ab-4bab-83c7-25191c621480,NA,NA,NA,RARE,Zavora,Household head,M,Other,zione,0,,1,4,40,NA,NA,8,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,,Enterprise owner,,3-4 per week,5-6 per week,Improved slightly,0,0,0,0,1,0,0,Own,Improves slightly,1,1,NA,1,NA,1,NA,1,NA,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,Sufficient,4,4,4,2,4,3,4,4,3,Agree,1,1,1,Not permitted,Not permitted,Permitted,Not permitted,Not permitted,Not permitted,Not permitted,Permitted,Not permitted,Not permitted,,1,Não se deve pescar peixe muido,1,0,0,Agree,Agree,With authorization,1,1,1,1,1,1,Acesso comunitário,Agree,Agree,Fisheries Management Body,Moderate,0,0,10,10,10,Yes,Often,Good,Never,0,,0,Confident not,Few per week,4,3,4,4,4,0,4,4,4,,NA,NA,,NA,NA,,NA,15,175,10000,8,2500,NA,NA,Slightly better,Slightly better,400,400,1350,Fairly easy,Myself,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
116,MOZ,Inhambane,Inharrime,NA,-24.519639,35.194556,Zavora,9883,NA,NA,NA,zavora@clrmail.com,a8bfeaca-1454-4260-a26e-4ab9f22c48bc,NA,NA,NA,RARE,Zavora,Household head,M,Christian,,0,,1,NA,NA,NA,NA,12,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,0,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,,0,,Sufficient,5,5,4,4,4,4,4,3,3,Agree,1,1,1,Not permitted,Not permitted,Permitted,Permitted,Not permitted,Not permitted,Not permitted,Permitted,Not permitted,Not permitted,,1,Garoupa. mínimo.,1,1,0,Agree,Agree,With authorization,1,1,1,1,1,1,Manutenção do stock de peixe,Agree,Agree,Fisheries Management Body,,0,0,0,0,0,Yes,Sometimes,Good,Sometimes,0,,0,Confident not,More than few per week,4,4,4,4,4,4,4,4,4,,NA,NA,,NA,NA,,NA,10,200,10000,NA,NA,NA,NA,Neither,Slightly better,2500,2500,1500,Fairly easy,Myself,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
117,MOZ,Inhambane,Inharrime,NA,-24.519639,35.194556,Zavora,9883,NA,NA,NA,zavora@clrmail.com,b494c8ae-6aa2-4b5f-853f-2954bd427845,NA,NA,NA,RARE,Zavora,Household head,M,Christian,,0,,1,NA,NA,NA,NA,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,,Independently,,More than 1-2 times per week,7 times per week,Improved slightly,1,0,0,0,0,0,0,Own,Stays the same,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,0,,1,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,Sufficient,4,4,4,4,4,4,4,3,3,Agree,1,1,1,Not permitted,Not permitted,Permitted,Permitted,Not permitted,Not permitted,Not permitted,Permitted,Not permitted,Not permitted,,1,garoupa. mínimo.,1,1,0,Agree,Agree,With authorization,1,1,1,1,1,1,Gestão das pescarias.,Agree,Agree,Fisheries Management Body,No punishment,0,0,0,0,0,Yes,Often,OK,Sometimes,0,,0,Uncertain,More than few per week,4,4,4,4,4,4,4,4,4,,NA,NA,,NA,NA,,NA,20,400,12000,NA,NA,NA,NA,Neither,Slightly better,NA,NA,2000,Fairly easy,Both,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
118,MOZ,Inhambane,Inharrime,NA,-24.519639,35.194556,Zavora,9883,NA,NA,NA,zavora@clrmail.com,9afc372a-245a-47d3-8fd0-55324712e4ae,NA,NA,NA,RARE,Zavora,Household head,M,Other,zion,0,,1,NA,NA,NA,NA,12,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,,Independently,,A few times per month,3-4 times per week,Declined slightly,0,0,0,1,0,0,NA,Own,Improves slightly,1,1,NA,0,1,0,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,,NA,0,0,0,0,0,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,,Tight,4,4,3,4,3,4,4,3,3,Agree,1,1,1,Not permitted,Not permitted,Permitted,Permitted,Not permitted,Not permitted,Not permitted,Permitted,Not permitted,Not permitted,,1,"garoupa e vermelhão, mínimo ",1,1,0,Agree,Agree,With authorization,1,1,1,1,1,1,Stock de peixe para gerações futuras,Agree,Agree,National Government,No punishment,0,0,0,0,0,Yes,Often,Good,Sometimes,0,,0,Uncertain,More than few per week,4,4,4,4,4,4,4,4,4,,NA,NA,,NA,NA,,NA,20,100,10000,NA,NA,NA,NA,Neither,Slightly better,4000,1000,2000,Fairly easy,Both,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
